azkar	4845	3.64
triste	4843	3.64
onen	4816	3.62
oraingo	4803	3.61
aukera	4776	3.59
aitortu	4751	3.57
laguntza	4730	3.55
egoera	4723	3.55
izen	4723	3.55
ikasi	4713	3.54
sekula	4711	3.54
erosi	4710	3.54
zertan	4703	3.53
gura	4699	3.53
aldi	4675	3.51
aizu	4640	3.48
eginda	4640	3.48
aspaldi	4629	3.47
momentu	4612	3.46
zin	4607	3.46
bihar	4605	3.46
ongi	4598	3.45
noski	4583	3.44
aurretik	4551	3.42
behin	4546	3.41
mundu	4536	3.4
laster	4526	3.4
argazki	4517	3.39
alfer	4509	3.38
mirari	4494	3.37
apur	4437	3.33
sinetsi	4434	3.33
behe	4432	3.33
dei	4428	3.32
zabal	4379	3.29
zela	4374	3.28
gorde	4348	3.26
zorion	4343	3.26
familia	4329	3.25
amaitu	4326	3.25
zahar	4323	3.24
espero	4313	3.24
beraz	4299	3.23
lehengo	4293	3.22
altxatu	4292	3.22
ordaindu	4265	3.2
hemendixe	4263	3.2
hemendik	4262	3.2
hotel	4243	3.18
edan	4240	3.18
garai	4223	3.17
larri	4222	3.17
gehiegi	4197	3.15
bihotz	4184	3.14
sofa	4181	3.14
jiratu	4174	3.13
eutsi	4153	3.12
berandu	4134	3.1
joko	4121	3.09
bizkar	4094	3.07
arteko	4090	3.07
isildu	4068	3.05
galdera	4062	3.05
bake	4045	3.04
arratsalde	4028	3.02
gora	4002	3
onartu	3997	3
bost	3990	2.99
haren	3989	2.99
prest	3987	2.99
hanka	3983	2.99
jokatu	3981	2.99
sorbalda	3967	2.98
alferrik	3952	2.97
toki	3937	2.95
beldur	3912	2.94
nork	3894	2.92
nahiago	3884	2.91
luzatu	3878	2.91
zaindu	3858	2.9
seinalatu	3856	2.89
erabat	3846	2.89
sekulako	3837	2.88
egunkari	3835	2.88
hasperen	3827	2.87
nora	3819	2.87
entzute	3809	2.86
bezalako	3755	2.82
eragin	3687	2.77
ahots	3665	2.75
etsi	3656	2.74
primeran	3646	2.74
agindu	3642	2.73
behera	3637	2.73
irribarretsu	3629	2.72
erori	3609	2.71
ur	3609	2.71
bidali	3585	2.69
zut	3585	2.69
ja	3579	2.69
ezkondu	3575	2.68
jaitsi	3574	2.68
merezi	3572	2.68
abiatu	3567	2.68
aitor	3557	2.67
asmatu	3551	2.66
irakurtza	3548	2.66
auto	3542	2.66
gutun	3535	2.65
atzera	3522	2.64
hasiera	3508	2.63
hiru	3494	2.62
axola	3493	2.62
luze	3490	2.62
bezain	3476	2.61
inoiz	3473	2.61
manex	3472	2.61
gozo	3468	2.6
jai	3460	2.6
bazkaldu	3444	2.58
haiek	3396	2.55
urko	3392	2.54
hona	3389	2.54
garbitu	3372	2.53
etxeko	3366	2.53
berean	3361	2.52
aulki	3358	2.52
bikote	3358	2.52
be	3339	2.51
aldera	3318	2.49
liburu	3305	2.48
muxu	3282	2.46
mugitu	3270	2.45
lepo	3268	2.45
itxuratu	3256	2.44
botatu	3251	2.44
ezkutatu	3242	2.43
bildu	3209	2.41
moldatu	3203	2.4
mutur	3186	2.39
deseroso	3176	2.38
arnasa	3172	2.38
disimulatu	3168	2.38
su	3167	2.38
die	3157	2.37
jaiki	3151	2.36
nolako	3145	2.36
atzo	3131	2.35
hunkitu	3122	2.34
antz	3121	2.34
ohartu	3116	2.34
kolpe	3109	2.33
garagardo	3107	2.33
esateko	3105	2.33
atsegin	3074	2.31
inguratu	3067	2.3
ados	3066	2.3
zail	3052	2.29
ederki	3044	2.28
ezinik	3043	2.28
batzuetan	3037	2.28
haserretu	3029	2.27
tarte	3021	2.27
korrika	3000	2.25
erabili	2988	2.24
ziur	2985	2.24
arropa	2977	2.23
haize	2970	2.23
harreman	2968	2.23
jakite	2965	2.22
jabetu	2930	2.2
no	2929	2.2
zertarako	2912	2.18
kar	2890	2.17
harro	2886	2.16
aire	2880	2.16
jator	2879	2.16
horri	2874	2.16
ideia	2865	2.15
ene	2864	2.15
ironia	2846	2.13
belarri	2842	2.13
betiko	2839	2.13
esnatu	2836	2.13
umore	2823	2.12
adar	2814	2.11
ihes	2808	2.11
txantxetan	2805	2.1
afaldu	2782	2.09
hotz	2781	2.09
berezi	2778	2.08
botila	2773	2.08
zakar	2767	2.08
topo	2766	2.07
emazte	2761	2.07
ile	2759	2.07
bizitu	2754	2.07
batetik	2752	2.06
oin	2752	2.06
eskertu	2751	2.06
senar	2748	2.06
halaxe	2746	2.06
gaixo	2744	2.06
kopa	2738	2.05
nekatu	2732	2.05
sinistu	2729	2.05
puntu	2727	2.04
mindu	2720	2.04
jaun	2719	2.04
arraro	2711	2.03
agurtu	2701	2.03
nahastu	2692	2.02
adi	2681	2.01
hurrengo	2674	2.01
mostradore	2673	2
hiri	2668	2
buruan	2648	1.99
berriketa	2621	1.97
jartze	2615	1.96
beharri	2609	1.96
beharrik	2608	1.96
arduratu	2605	1.95
presaka	2603	1.95
egoki	2602	1.95
bero	2595	1.95
aste	2593	1.94
et	2592	1.94
orduko	2585	1.94
motel	2566	1.92
aldiz	2559	1.92
giro	2555	1.92
amorru	2549	1.91
bakoitz	2545	1.91
lotu	2541	1.91
boga	2532	1.9
saldu	2532	1.9
kaxa	2529	1.9
pertsona	2524	1.89
idatzi	2520	1.89
irabazi	2515	1.89
zutik	2510	1.88
kosta	2498	1.87
hari	2495	1.87
argitu	2494	1.87
gutxiago	2492	1.87
kontra	2491	1.87
ukitu	2488	1.87
gaizto	2483	1.86
guti	2482	1.86
komun	2470	1.85
negozio	2457	1.84
trago	2456	1.84
balio	2452	1.84
aitaren	2446	1.83
izugarri	2443	1.83
gosaldu	2435	1.83
eskola	2424	1.82
lotsatu	2423	1.82
haur	2417	1.81
isilune	2416	1.81
kontuz	2416	1.81
lehor	2416	1.81
martxa	2410	1.81
eskaini	2401	1.8
sortu	2401	1.8
arrisku	2396	1.8
baiezko	2393	1.79
zertaz	2383	1.79
langile	2382	1.79
giltza	2378	1.78
telebista	2373	1.78
garrantzitsu	2371	1.78
oraingoan	2367	1.77
kezka	2351	1.76
zorrotz	2350	1.76
kaka	2349	1.76
afari	2345	1.76
ardo	2340	1.75
osaba	2337	1.75
ihesi	2335	1.75
goi	2328	1.75
askatu	2327	1.74
nondik	2324	1.74
ezkontza	2322	1.74
aldizkari	2321	1.74
gabon	2315	1.74
zuzenean	2308	1.73
tipo	2306	1.73
elkarrizketa	2305	1.73
bisita	2303	1.73
jarrera	2303	1.73
laztan	2300	1.72
izeba	2293	1.72
hots	2286	1.71
topatu	2285	1.71
bidean	2282	1.71
indar	2279	1.71
adin	2274	1.7
anaia	2271	1.7
dantza	2267	1.7
portatu	2261	1.69
zabalik	2255	1.69
bista	2254	1.69
beharrean	2248	1.68
susto	2245	1.68
sakela	2242	1.68
nonbait	2240	1.68
aitona	2235	1.68
geldi	2234	1.67
zuzendu	2229	1.67
tentsio	2228	1.67
erloju	2226	1.67
jaten	2225	1.67
lehenengo	2224	1.67
hementxe	2215	1.66
mediku	2207	1.65
pixkat	2202	1.65
konforme	2190	1.64
makurtu	2190	1.64
parte	2189	1.64
sinestu	2182	1.64
urruti	2175	1.63
adierazi	2162	1.62
airean	2158	1.62
hortxe	2153	1.61
aldatz	2146	1.61
arreta	2143	1.61
etzan	2136	1.6
hartzeko	2132	1.6
gaurko	2131	1.6
behartu	2122	1.59
musika	2118	1.59
piztu	2114	1.58
bestera	2101	1.57
ipini	2101	1.57
opari	2100	1.57
lehenbailehen	2094	1.57
zoragarri	2092	1.57
azalpen	2090	1.57
pena	2085	1.56
egongela	2082	1.56
igo	2076	1.56
maitasun	2075	1.55
zikin	2072	1.55
zur	2064	1.55
aurreko	2063	1.55
gonbidatu	2062	1.55
ateratze	2061	1.54
ezpain	2054	1.54
arantza	2050	1.54
logela	2048	1.53
delako	2047	1.53
handik	2036	1.53
beltz	2025	1.52
poliki	2025	1.52
harri	2017	1.51
eskubide	2012	1.51
froga	2010	1.51
kartzela	2010	1.51
harridura	2009	1.51
oste	2008	1.5
itxaron	1997	1.5
bilatu	1996	1.5
txosten	1992	1.49
kalte	1989	1.49
itxoin	1988	1.49
enpresa	1981	1.48
minez	1980	1.48
hustu	1979	1.48
ohitu	1979	1.48
aitzakia	1977	1.48
damutu	1971	1.48
libre	1959	1.47
eztabaida	1956	1.47
zehar	1955	1.46
hartan	1949	1.46
beharbada	1937	1.45
pazientzia	1930	1.45
galtza	1929	1.45
ahalegin	1928	1.44
animatu	1928	1.44
abokatu	1927	1.44
apal	1927	1.44
auskalo	1925	1.44
erotu	1923	1.44
denda	1919	1.44
jainko	1913	1.43
estutu	1906	1.43
lore	1906	1.43
pauso	1885	1.41
baldin	1881	1.41
edozein	1879	1.41
zorte	1877	1.41
altxa	1867	1.4
bazkari	1867	1.4
sumatu	1865	1.4
zoriontsu	1864	1.4
ezuste	1858	1.39
bazter	1857	1.39
plater	1855	1.39
edozer	1852	1.39
dituzte	1850	1.39
konfiantza	1846	1.38
amorratu	1835	1.37
gainetik	1835	1.37
gutxien	1834	1.37
malko	1831	1.37
oihu	1820	1.36
sakon	1814	1.36
zor	1814	1.36
maitemindu	1811	1.36
garrantzi	1806	1.35
lehertu	1803	1.35
festa	1797	1.35
bururatu	1792	1.34
estimatu	1790	1.34
lekuan	1784	1.34
maleta	1782	1.33
zulo	1782	1.33
amona	1780	1.33
gehien	1780	1.33
eskailera	1779	1.33
fabore	1770	1.33
errudun	1762	1.32
hatz	1760	1.32
onera	1760	1.32
aspertu	1759	1.32
kito	1755	1.31
estu	1745	1.31
alai	1743	1.31
burumakur	1740	1.3
off	1740	1.3
edalontzi	1717	1.29
gorri	1715	1.28
ekin	1714	1.28
komeni	1710	1.28
susmo	1708	1.28
guraso	1707	1.28
klase	1697	1.27
orri	1693	1.27
abisatu	1691	1.27
zaitu	1690	1.27
segundo	1687	1.26
erreakzionatu	1683	1.26
aipatu	1679	1.26
hirur	1678	1.26
isiltasun	1678	1.26
istripu	1675	1.25
berba	1674	1.25
egunero	1674	1.25
zertara	1674	1.25
behingo	1671	1.25
desagertu	1666	1.25
izutu	1660	1.24
botika	1654	1.24
kiosko	1653	1.24
talde	1653	1.24
barkamen	1651	1.24
baso	1647	1.23
ei	1647	1.23
itzali	1646	1.23
hamar	1638	1.23
onik	1629	1.22
koro	1628	1.22
gose	1626	1.22
minutu	1623	1.22
besarkada	1621	1.21
jolas	1621	1.21
oraingoz	1618	1.21
hemengo	1617	1.21
kostatu	1617	1.21
apaiz	1610	1.21
ardura	1609	1.2
faborez	1607	1.2
askotan	1604	1.2
lau	1604	1.2
tonu	1604	1.2
inolako	1603	1.2
posible	1603	1.2
lotsa	1595	1.19
hilabete	1590	1.19
asti	1589	1.19
ozen	1587	1.19
bateko	1586	1.19
makina	1582	1.18
benetako	1581	1.18
albo	1578	1.18
aurka	1578	1.18
marmar	1571	1.18
iritzi	1567	1.17
ui	1567	1.17
ikertu	1564	1.17
konbentzitu	1564	1.17
aprobetxatu	1559	1.17
tori	1549	1.16
albiste	1547	1.16
ogi	1544	1.16
aurrez	1534	1.15
mezu	1534	1.15
epaile	1529	1.14
unai	1521	1.14
ospitale	1518	1.14
azkeneko	1516	1.13
antzeman	1515	1.13
oneko	1510	1.13
txorakeria	1509	1.13
zalantzan	1507	1.13
fidatu	1502	1.12
erosketa	1499	1.12
zelan	1499	1.12
urrundu	1497	1.12
zintzo	1493	1.12
horrenbeste	1492	1.12
dotore	1491	1.12
neurri	1489	1.11
ordenagailu	1488	1.11
zenbaki	1488	1.11
arrasto	1486	1.11
dagoeneko	1486	1.11
era	1482	1.11
segituan	1481	1.11
sekretu	1480	1.11
esanda	1471	1.1
lege	1471	1.1
aukeratu	1468	1.1
te	1467	1.1
ikaragarri	1466	1.1
igual	1462	1.09
hantxe	1459	1.09
banku	1456	1.09
erre	1456	1.09
bolada	1455	1.09
mutiko	1453	1.09
pakete	1451	1.09
arreba	1449	1.08
probatu	1449	1.08
engainatu	1448	1.08
oinez	1446	1.08
onean	1446	1.08
labur	1445	1.08
zerikusi	1440	1.08
odol	1438	1.08
lapur	1436	1.07
antolatu	1426	1.07
ospatu	1424	1.07
ospital	1424	1.07
aio	1423	1.06
egunean	1416	1.06
amets	1415	1.06
zati	1414	1.06
errieta	1412	1.06
bidaia	1410	1.05
komisaria	1403	1.05
barren	1400	1.05
irrati	1397	1.05
plan	1396	1.04
gorputz	1393	1.04
kristo	1391	1.04
kopeta	1389	1.04
usain	1387	1.04
sekuentzia	1383	1.03
hartze	1381	1.03
mutu	1376	1.03
izorratu	1374	1.03
komisari	1373	1.03
erremedio	1372	1.03
aditu	1371	1.03
sufritu	1363	1.02
laga	1362	1.02
atxilotu	1358	1.02
salaketa	1357	1.02
sorpresa	1357	1.02
aztertu	1356	1.01
zerbitzatu	1355	1.01
jardun	1354	1.01
eliza	1348	1.01
ostu	1348	1.01
sendatu	1345	1.01
lehengoan	1343	1
onespen	1341	1
planta	1337	1
tonto	1336	1
galant	1331	1
bilera	1325	0.99
bizkor	1322	0.99
ausartu	1321	0.99
hortik	1318	0.99
aurren	1308	0.98
karpeta	1307	0.98
bana	1306	0.98
eskaintza	1306	0.98
tokatu	1306	0.98
berotu	1304	0.98
nabarmen	1301	0.97
hauxe	1293	0.97
irentsi	1283	0.96
ageri	1281	0.96
banatu	1279	0.96
beldurtu	1279	0.96
mordo	1277	0.95
irakasle	1273	0.95
premia	1273	0.95
bideo	1272	0.95
adiskide	1271	0.95
behingoz	1264	0.95
eske	1262	0.94
gisa	1262	0.94
ilundu	1261	0.94
aztoratu	1255	0.94
erreparatu	1252	0.94
kargu	1252	0.94
beharrezko	1251	0.94
gertu	1250	0.93
lapurtu	1247	0.93
deika	1244	0.93
ezinezko	1242	0.93
fin	1234	0.92
arraio	1233	0.92
arren	1233	0.92
badaezpada	1233	0.92
mehatxu	1232	0.92
ontzi	1227	0.92
atseden	1224	0.92
ezagun	1220	0.91
guztiz	1217	0.91
imintzio	1215	0.91
ito	1215	0.91
aupa	1214	0.91
ilusio	1214	0.91
sinatu	1213	0.91
ilun	1210	0.9
sutan	1210	0.9
itsu	1206	0.9
okertu	1204	0.9
bizian	1197	0.89
harrera	1196	0.89
gezurretan	1195	0.89
hiltzaile	1194	0.89
erne	1192	0.89
goibel	1192	0.89
txanda	1192	0.89
esaldi	1189	0.89
justu	1186	0.89
honen	1182	0.88
puska	1181	0.88
gizonezko	1179	0.88
astindu	1177	0.88
bihurtu	1176	0.88
azpi	1174	0.88
igurtzi	1174	0.88
dantzan	1173	0.88
hutsik	1172	0.88
ostean	1169	0.87
nahasi	1166	0.87
figurante	1165	0.87
honezkero	1163	0.87
are	1161	0.87
opor	1160	0.87
gorroto	1159	0.87
haluzinatu	1153	0.86
maltzur	1151	0.86
aspaldiko	1150	0.86
zarata	1142	0.85
belar	1136	0.85
nazka	1136	0.85
saltsa	1135	0.85
aldaketa	1132	0.85
zeharo	1127	0.84
grazia	1126	0.84
tratu	1126	0.84
ezezko	1124	0.84
deus	1120	0.84
edari	1120	0.84
sendagile	1120	0.84
nahiz	1111	0.83
amore	1109	0.83
eskegi	1109	0.83
seinale	1108	0.83
baimen	1105	0.83
baterako	1104	0.82
bueltatu	1103	0.82
gurutzatu	1103	0.82
jabe	1103	0.82
besaulki	1102	0.82
ikaratu	1102	0.82
misterio	1102	0.82
zoratu	1101	0.82
etsipen	1099	0.82
gosari	1098	0.82
ahalegindu	1096	0.82
gustuko	1096	0.82
informazio	1096	0.82
akabo	1095	0.82
akaso	1095	0.82
hautsi	1092	0.82
joka	1091	0.82
apartatu	1090	0.81
goratu	1090	0.81
zapi	1090	0.81
osatu	1088	0.81
kabroi	1085	0.81
santu	1085	0.81
antza	1084	0.81
pisu	1084	0.81
holako	1083	0.81
ohar	1082	0.81
gainditu	1080	0.81
galdezka	1079	0.81
barrezka	1074	0.8
sarrera	1073	0.8
salatu	1071	0.8
arin	1069	0.8
samur	1069	0.8
larritu	1068	0.8
guri	1066	0.8
kontrako	1065	0.8
harritzeko	1060	0.79
elkartu	1058	0.79
ezkero	1057	0.79
paseatu	1052	0.79
aski	1051	0.79
egunon	1051	0.79
igarri	1049	0.78
irriz	1048	0.78
hango	1046	0.78
aurreratu	1044	0.78
estali	1041	0.78
babestu	1038	0.78
jabetza	1038	0.78
aholku	1037	0.77
pelikula	1037	0.77
tratatu	1037	0.77
urrun	1037	0.77
jolasean	1035	0.77
txirrin	1035	0.77
guztian	1032	0.77
begiratze	1031	0.77
topa	1030	0.77
iloba	1029	0.77
alegia	1028	0.77
kutxa	1026	0.77
pintxo	1025	0.77
polizia	1023	0.76
ok	1022	0.76
neke	1021	0.76
ostia	1021	0.76
zori	1020	0.76
txartel	1015	0.76
aurrena	1014	0.76
azterketa	1014	0.76
karta	1013	0.76
kobratu	1012	0.76
poltsiko	1010	0.75
ixo	1006	0.75
zerrenda	1005	0.75
bikain	1002	0.75
lupe	1002	0.75
mingain	1002	0.75
gaitz	1000	0.75
gizajo	1000	0.75
itsaso	1000	0.75
barrena	999	0.75
enteratu	999	0.75
kexatu	999	0.75
imajinatu	998	0.75
azkenaldi	995	0.74
marka	995	0.74
zeharka	994	0.74
zentzu	994	0.74
goiti	992	0.74
patrika	991	0.74
listo	990	0.74
jotze	989	0.74
zorian	988	0.74
markatu	987	0.74
miatu	987	0.74
kamera	986	0.74
desesperatu	985	0.74
droga	985	0.74
tuntun	984	0.73
jario	981	0.73
latz	980	0.73
udaletxe	979	0.73
beraiek	978	0.73
kontura	977	0.73
adibide	976	0.73
animo	975	0.73
hur	975	0.73
konpainia	973	0.73
ukatu	972	0.73
ahizpa	971	0.72
bosteko	971	0.72
neba	971	0.72
nolatan	971	0.72
jaka	968	0.72
ondorio	967	0.72
baizik	966	0.72
freskagarri	966	0.72
grabatu	966	0.72
aingeru	962	0.72
kasualitate	961	0.72
leun	961	0.72
gor	957	0.71
zerbitzari	956	0.71
itzal	955	0.71
borroka	954	0.71
euro	952	0.71
haste	951	0.71
jaramon	951	0.71
harrotu	949	0.71
gerri	947	0.71
arrain	944	0.7
txukun	943	0.7
zapuztu	943	0.7
elkarte	937	0.7
ezkutu	937	0.7
lehortu	935	0.7
eguerdi	933	0.7
txoko	933	0.7
bitxi	932	0.7
bizimodu	932	0.7
tente	932	0.7
hola	929	0.69
gorabehera	928	0.69
porru	927	0.69
txakolin	925	0.69
emon	924	0.69
ospa	924	0.69
pil	923	0.69
ahapeka	922	0.69
zeregin	922	0.69
jasan	921	0.69
lanpetuta	921	0.69
lapurreta	919	0.69
gerturatu	917	0.68
larru	915	0.68
adei	912	0.68
adeitsu	912	0.68
gozatu	911	0.68
puta	909	0.68
hurren	908	0.68
puntuan	908	0.68
jaio	907	0.68
salto	907	0.68
jateko	903	0.67
aurkeztu	901	0.67
berandutu	901	0.67
kanpoko	901	0.67
profesional	901	0.67
nazkatu	900	0.67
norekin	900	0.67
eskuta	898	0.67
esne	898	0.67
kontrolatu	897	0.67
erizain	896	0.67
kotxe	895	0.67
adibidez	894	0.67
bizirik	893	0.67
inbidia	892	0.67
algara	890	0.66
merke	889	0.66
adina	887	0.66
ordainduko	886	0.66
osasun	886	0.66
irtenbide	881	0.66
doan	880	0.66
interes	880	0.66
har	878	0.66
pila	877	0.65
ero	875	0.65
tinko	873	0.65
oihuka	872	0.65
hurbil	870	0.65
seko	869	0.65
ikerketa	868	0.65
demontre	866	0.65
sorgin	865	0.65
ertz	864	0.64
ostatu	864	0.64
sudur	863	0.64
zeru	863	0.64
natural	862	0.64
sabel	860	0.64
haurdun	858	0.64
nabari	856	0.64
jeloskor	853	0.64
disimulu	852	0.64
interesatu	852	0.64
ibi	851	0.63
garaiz	850	0.63
harritza	847	0.63
ipurdi	844	0.63
tarteka	843	0.63
babes	837	0.62
patxada	837	0.62
ezusteko	836	0.62
oparitu	835	0.62
frogatu	834	0.62
mugikor	834	0.62
